imdb_id,original_title,popularity,budget,revenue,title_wordcount,hasWebpage,runtime,ReleaseOnWeekend,vote_count,vote_average,release_year,budget_adj,revenue_adj
tt3397884,Sicario,2.487849,30000000,84025816,1,0,121,0,1479,7.1,2015,27599987.8560053,77303716.7063646
tt1502712,Fantastic Four,2.487042,120000001,167977596,2,1,100,0,1565,4.4,2015,110399952.34402,154539320.322699
tt4263482,The Witch,2.46449,3500000,40423945,2,1,92,0,700,5.8,2015,3219998.58320062,37190013.0363942
tt3079380,Spy,2.404473,65000000,235666219,1,1,120,0,1840,6.9,2015,59799973.6880115,216812826.082356
tt2381941,Focus,2.395366,50100000,153962963,1,1,105,0,1831,6.7,2015,46091979.7195289,141645863.63582
tt2679042,Hitman: Agent 47,2.354654,35000000,82347656,3,1,96,0,820,5.5,2015,32199985.8320062,75759810.1856835
tt1390411,In the Heart of the Sea,2.345821,100000000,93820758,6,1,122,1,805,6.4,2015,91999959.5200178,86315059.3813738
tt3076658,Creed,2.331567,35000000,137935567,1,1,133,0,1171,7.3,2015,32199985.8320062,126900665.803707
tt3152624,Trainwreck,2.31767,35000000,140795793,1,0,125,1,849,6.1,2015,32199985.8320062,129532072.565888
tt2057392,Eye in the Sky,2.29573,13000000,32848185,4,0,102,1,265,7.2,2015,11959994.7376023,30220316.9030605
tt3569230,Legend,2.28135,25000000,42972994,1,1,131,0,619,6.7,2015,22999989.8800044,39535137.0845396
tt3332064,Pan,2.234573,150000000,128388320,1,0,111,0,586,5.9,2015,137999939.280026,118117202.42843
tt2452042,The Peanuts Movie,2.140199,99000000,246233113,3,1,88,0,414,6.4,2015,91079959.9248176,226534364.284879
tt3322364,Concussion,2.121884,35000000,48623572,1,1,123,0,500,6.9,2015,32199985.8320062,44733666.5571867
tt3530002,The Night Before,2.096273,25000000,52395996,3,1,100,1,363,6.1,2015,22999989.8800044,48204295.1101101
tt3605418,Knock Knock,2.080935,2500000,5214043,2,1,99,1,473,4.8,2015,2299998.98800044,4796917.44935632
tt2726560,The Longest Ride,2.070708,34000000,63013281,3,0,128,0,711,7.3,2015,31279986.236806,57972193.012235
tt2510894,Hotel Transylvania 2,2.060162,80000000,466183544,3,0,89,0,919,6.8,2015,73599967.6160142,428888671.768984
tt2279339,Love the Coopers,2.055572,17000000,24000000,3,1,107,0,111,5.3,2015,15639993.118403,22079990.2848042
tt3488710,The Walk,2.049886,35000000,61181942,2,1,123,0,706,6.8,2015,32199985.8320062,56287361.8735607
tt2401097,Tracers,2.026651,11000000,1863315,1,1,94,0,326,5.9,2015,10119995.5472019,1714249.04573042
tt1524930,Vacation,2.000338,31000000,104384188,1,0,99,0,846,6.1,2015,28519987.4512055,96033410.7052992
tt1029360,Poltergeist,1.984529,35000000,95437994,1,0,93,0,589,5.0,2015,32199985.8320062,87802915.846717
tt1881002,Maggie,1.980039,4000000,187112,1,1,95,1,384,5.1,2015,3679998.38080071,172142.964257095
tt1014763,Child 44,1.95632,50000000,3324330,2,0,137,1,341,5.9,2015,45999979.7600089,3058382.2543118
tt4178092,The Gift,1.926739,5000000,58978653,2,1,108,0,631,6.6,2015,4599997.97600089,54260336.8854517
tt1528854,Daddy's Home,1.904898,50000000,240360392,2,1,96,1,568,5.7,2015,45999979.7600089,221131463.342156
tt1754656,The Little Prince,1.865007,64000000,97571250,3,1,92,0,423,7.5,2015,58879974.0928114,89765510.5031753
tt2910904,The Dressmaker,1.82313,11930000,18340000,2,1,118,0,197,6.9,2015,10975595.1707381,16872792.5759712
tt1666801,The DUFF,1.758618,8500000,43528634,2,1,100,1,753,6.8,2015,7819996.55920151,40046325.6596167
tt2752772,Sinister 2,1.742286,10000000,52882018,2,1,97,0,331,5.5,2015,9199995.95200178,48651435.1533685
tt3450650,Paul Blart: Mall Cop 2,1.73518,30000000,107597242,5,0,94,0,422,5.3,2015,27599987.8560053,98989419.0846556
tt3181822,The Boy Next Door,1.65107799999999,4000000,50163103,4,1,91,1,810,3.9,2015,3679998.38080071,46150034.4539848
tt1674771,Entourage,1.532997,30000000,49263404,1,0,104,0,364,6.2,2015,27599987.8560053,45322311.7381828
tt0884732,The Wedding Ringer,1.510096,23000000,79799880,3,0,101,1,446,6.5,2015,21159990.689604,73415857.2970227
tt1727776,Scouts Guide to the Zombie Apocalypse,1.499614,15000000,14860766,6,1,93,1,288,6.2,2015,13799993.9280026,13671898.7043645
tt3567288,The Visit,1.495112,5000000,98450062,2,1,94,0,729,5.9,2015,4599997.97600089,90574017.1874324
tt1355683,Black Mass,1.48324599999999,53000000,99775678,2,0,122,1,848,6.3,2015,48759978.5456094,91793583.3708233
tt3276924,Heist,1.449072,8900000,50136,1,0,93,1,233,5.4,2015,8187996.39728158,46125.0997049561
tt3850590,Krampus,1.448002,15000000,61548707,1,1,98,0,342,5.9,2015,13799993.9280026,56624785.5250943
tt2402101,Dark Places,1.443406,20000000,208588,2,1,113,0,322,5.7,2015,18399991.9040035,191900.875563614
tt1781922,No Escape,1.41239,5000000,54418872,2,1,103,0,519,6.7,2015,4599997.97600089,50065340.2112503
tt3850214,Dope,1.40805,700000,17986781,1,1,103,1,448,7.3,2015,643999.716640124,16547831.2389542
tt3316948,American Ultra,1.388251,28000000,28208085,2,0,96,0,695,5.9,2015,25759988.6656049,25951426.7813722
tt2404425,Woman in Gold,1.388032,11000000,61619773,3,1,120,1,277,7.3,2015,10119995.5472019,56690166.2163268
tt1850457,Sisters,1.376605,30000000,105011053,1,1,118,1,399,5.9,2015,27599987.8560053,96610126.2515444
tt2436386,Project Almanac,1.360926,12000000,32248241,2,1,106,1,637,6.3,2015,11039995.1424021,29668368.6659177
tt2938956,The Transporter Refueled,1.355822,25000000,72629670,3,1,96,0,407,5.3,2015,22999989.8800044,66819266.9995225
tt2554274,Crimson Peak,1.345982,55000000,74679822,2,1,119,0,819,6.4,2015,50599977.7360098,68705406.0096213
tt2268016,Magic Mike XXL,1.338481,14800000,122413057,3,0,115,0,501,6.3,2015,13615994.0089626,112619962.887216
tt2473510,Paranormal Activity: The Ghost Dimension,1.338322,10000000,78099553,5,0,88,0,267,5.0,2015,9199995.95200178,71851557.1453148
tt3203606,Trumbo,1.316239,15000000,8235661,1,0,124,0,273,7.2,2015,13799993.9280026,7576804.78620589
tt1741273,Secret in Their Eyes,1.315266,19500000,32189727,4,1,111,0,202,6.2,2015,17939992.1064034,29614535.8096042
tt2279373,The SpongeBob Movie: Sponge Out of Water,1.291013,74000000,311594032,7,1,93,0,533,5.7,2015,68079970.0448131,286666383.306791
tt3369806,Max,1.278928,20000000,43967255,1,0,111,1,214,7.0,2015,18399991.9040035,40449856.802063
tt2515034,The Gunman,1.225325,40000000,10664749,2,0,115,0,283,5.6,2015,36799983.8080071,9811564.7629115
tt3713166,Unfriended,1.191138,1000000,62882090,1,0,82,1,643,5.6,2015,919999.595200178,57851497.3453411
tt2967224,Hot Pursuit,1.178831,35000000,51680201,2,0,87,1,472,5.5,2015,32199985.8320062,47545763.9998638
tt3195644,Insidious: Chapter 3,1.164724,10000000,104303851,3,1,97,0,610,6.3,2015,9199995.95200178,95959500.6978197
tt3722070,The Lady in the Van,1.142518,6000000,41387687,5,1,104,1,135,5.9,2015,5519997.57120106,38076655.2862716
tt1976009,Victor Frankenstein,1.138395,40000000,34227298,2,1,109,0,408,5.5,2015,36799983.8080071,31489100.3047958
tt2401878,Anomalisa,1.125239,8000000,3759286,1,1,90,0,259,6.7,2015,7359996.76160142,3458541.59824169
tt3172532,The Diary of a Teenage Girl,1.03839,2000000,1477002,6,0,102,1,186,6.8,2015,1839999.19040035,1358841.24210985
tt3715320,Irrational Man,1.007054,11000000,27391084,2,1,95,1,319,6.1,2015,10119995.5472019,25199786.192094
tt3623726,Ricki and the Flash,0.956096,18000000,41325328,4,0,100,1,152,5.5,2015,16559992.7136032,38019285.0315145
tt3862750,The Perfect Guy,0.950793,12000000,60273173,3,1,100,1,122,5.6,2015,11039995.1424021,55451294.7614303
tt1791682,While We're Young,0.93762,10000000,7587485,3,0,97,1,265,5.9,2015,9199995.95200178,6980483.12858742
tt2561572,Get Hard,0.927339,40000000,106511453,2,0,100,0,661,5.9,2015,36799983.8080071,97990493.6441828
tt2006295,The 33,0.906036,25000000,24902723,2,0,120,0,262,5.8,2015,22999989.8800044,22910495.0793821
tt3077214,Suffragette,0.898295999999999,14000000,16002420,1,0,106,1,231,7.1,2015,12879994.3328024,14722219.9222232
tt3787590,We Are Your Friends,0.880937999999999,6000000,11122090,4,0,96,0,412,6.2,2015,5519997.57120106,10232318.2977799
tt2555736,The Second Best Exotic Marigold Hotel,0.832487,10000000,85978266,6,0,122,0,196,6.4,2015,9199995.95200178,79099969.9160132
tt1810683,Little Boy,0.829111,20000000,6420319,2,1,106,0,113,7.1,2015,18399991.9040035,5906690.88105601
tt1243974,Aloha,0.814206,37000000,26250020,1,0,105,0,469,5.2,2015,34039985.0224065,24150007.7739965
tt1018765,Our Brand Is Crisis,0.795762,28000000,7002261,4,0,108,1,122,5.7,2015,25759988.6656049,6442077.28548599
tt1658801,Freeheld,0.706023,7000000,573335,1,1,103,1,86,7.1,2015,6439997.16640124,527467.967914094
tt3774694,Love,0.699932,3000000,695269,1,1,134,0,307,4.7,2015,2759998.78560053,639647.198555232
tt3859076,Truth,0.69957,9600000,2541554,1,0,121,1,89,6.4,2015,8831996.11392171,2338228.65117939
tt1772288,Danny Collins,0.690479,10000000,10835752,2,0,107,1,114,6.6,2015,9199995.95200178,9968887.45368952
tt3164256,Rock the Kasbah,0.689578999999999,15000000,3020664,3,1,100,0,56,5.1,2015,13799993.9280026,2779009.65723575
tt3766394,"Hello, My Name Is Doris",0.673792,1000000,14444999,5,1,95,1,87,6.6,2015,919999.595200178,13289393.2326669
tt1524575,The Vatican Tapes,0.669351,13000000,1784763,3,0,91,1,164,4.5,2015,11959994.7376023,1641981.23752825
tt2891174,99 Homes,0.661471,8000000,1411927,2,0,112,1,121,6.8,2015,7359996.76160142,1298972.2684522
tt2637294,Hot Tub Time Machine 2,0.661163,14000000,12314651,5,0,93,1,244,5.0,2015,12879994.3328024,11329473.9350314
tt2893490,Manglehorn,0.654046,4000000,143101,1,0,97,0,35,5.0,2015,3679998.38080071,131652.86207274
tt1178665,A Walk in the Woods,0.602165,8000000,35991087,5,0,104,0,171,5.4,2015,7359996.76160142,33111785.4708143
tt2918436,The Lazarus Effect,0.599655,3300000,64110728,3,1,83,0,327,4.9,2015,3035998.66416058,58981843.8079887
tt2358925,Unfinished Business,0.577814,35000000,14431253,2,0,90,0,241,4.9,2015,32199985.8320062,13276746.9182313
tt2366608,Lost River,0.570743999999999,2000000,45431,2,0,95,0,129,5.7,2015,1839999.19040035,41796.5016095392
tt2309260,The Gallows,0.532205,100000,42664410,2,1,87,1,247,5.0,2015,91999.9595200178,39251239.9294544
tt3707106,By the Sea,0.524315,10000000,3334927,3,0,122,0,82,5.4,2015,9199995.95200178,3068131.49002214
tt2883434,Black or White,0.46209,9000000,21571189,3,0,121,1,72,6.7,2015,8279996.3568016,19845485.1479865
tt1490785,I Saw the Light,0.450872,13000000,1646788,4,1,123,1,19,5.6,2015,11959994.7376023,1515044.29338051
tt3614530,Jem and the Holograms,0.435582,5000000,2333684,4,1,119,0,69,5.7,2015,4599997.97600089,2146988.33532513
tt1365050,Beasts of No Nation,0.424813,6000000,90777,4,0,137,1,306,7.5,2015,5519997.57120106,83514.8032534865
tt1841642,Demonic,0.414913,3000000,3387000,1,0,83,0,91,5.0,2015,2759998.78560053,3116038.628943
tt3534602,The D Train,0.402236,447524,771317,3,0,101,1,47,4.2,2015,411721.898842364,709611.327771015
tt2325977,Strangerland,0.365901,10000000,17472,1,0,111,0,48,5.0,2015,9199995.95200178,16074.2329273375
tt3268668,Captive,0.336107,2000000,2801508,1,0,97,0,55,5.7,2015,1839999.19040035,2577386.22595006
tt4337690,90 Minutes in Heaven,0.298751,5000000,4842699,4,0,121,1,24,5.7,2015,4599997.97600089,4455281.1196763
tt4270516,Grandma,0.259794,600000,7087452,1,1,78,0,81,5.6,2015,551999.757120106,6520452.97100069
tt3832914,War Room,0.731022,3000000,67790117,2,1,120,1,57,6.9,2015,2759998.78560053,62366880.1985727
tt3018070,Stonewall,0.076109,13500000,187674,1,1,129,1,14,5.6,2015,12419994.5352024,172660.004029598
tt0816692,Interstellar,24.949134,165000000,621752480,1,1,169,0,6498,8.0,2014,151980023.37729,572690645.122961
tt2015381,Guardians of the Galaxy,14.311205,170000000,773312399,4,1,121,0,5612,7.9,2014,156585478.631148,712291130.169508
tt1843866,Captain America: The Winter Soldier,12.971027,170000000,714766572,5,1,136,0,3848,7.6,2014,156585478.631148,658365092.859794
tt2911666,John Wick,11.422751,20000000,78739897,2,1,101,0,2712,7.0,2014,18421821.0154291,72526614.4653665
tt1951265,The Hunger Games: Mockingjay - Part 1,10.739009,125000000,752100229,7,1,123,0,3590,6.6,2014,115136381.346432,692752790.215065
tt2310332,The Hobbit: The Battle of the Five Armies,10.174599,250000000,955119788,8,1,144,0,3110,7.1,2014,230272762.692864,879752289.141534
tt2245084,Big Hero 6,8.691294,165000000,652105443,3,1,102,1,4185,7.8,2014,151980023.37729,600648487.706658
tt2084970,The Imitation Game,8.110711,14000000,233555708,3,1,113,1,3478,8.0,2014,12895274.7108004,215126072.495392
tt1790864,The Maze Runner,7.137273,34000000,348319861,3,1,113,0,3425,7.0,2014,31317095.7262296,320834306.773058
tt2562232,Birdman,6.90714799999999,18000000,103215094,1,0,119,1,2801,7.3,2014,16579638.9138862,95070499.387935
tt2267998,Gone Girl,6.438727,61000000,369330363,2,1,145,0,3720,7.9,2014,56186554.097059,340186892.137474
tt2713180,Fury,6.415818,68000000,211817906,1,0,135,0,2572,7.4,2014,62634191.4524592,195103577.60975
tt2692250,Night at the Museum: Secret of the Tomb,6.286692,127000000,349424282,8,0,97,0,1111,6.1,2014,116978563.447975,321851579.072442
tt1840309,Divergent,6.14502,85000000,288747895,1,1,139,1,3038,6.9,2014,78292739.315574,265963102.013597
tt1877832,X-Men: Days of Future Past,6.052479,250000000,746000000,5,1,131,0,4006,7.6,2014,230272762.692864,687133923.875509
tt2872732,Lucy,5.947136,40000000,463360063,1,1,89,0,3699,6.3,2014,36843642.0308583,426796807.314199
tt1291150,Teenage Mutant Ninja Turtles,5.787396,125000000,477200000,4,1,101,0,1836,5.8,2014,115136381.346432,439544649.42814
tt1956620,Sex Tape,5.701683,40000000,126069509,2,0,97,0,1150,5.3,2014,36843642.0308583,116121496.515052
tt2872718,Nightcrawler,5.522641,8500000,38697217,1,1,117,0,2087,7.6,2014,7829273.9315574,35643660.2684612
tt2109248,Transformers: Age of Extinction,4.983782,210000000,245500000,4,1,165,0,2161,5.9,2014,193429120.662006,226127852.964393
tt2278388,The Grand Budapest Hotel,4.93082,30000000,174600318,4,0,99,0,2802,7.9,2014,27632731.5231437,160822790.371651
tt2582802,Whiplash,4.780419,3300000,13993093,1,1,105,1,2372,8.2,2014,3039600.46754581,12888912.7349127
tt2103281,Dawn of the Planet of the Apes,4.452507,170000000,708200000,7,0,130,0,2625,7.4,2014,156585478.631148,652316682.156347
tt0455944,The Equalizer,4.145209,55000000,192330738,2,0,132,0,2100,7.2,2014,50660007.7924302,177154121.56007
tt2170439,Horrible Bosses 2,4.105685,42000000,106645357,3,0,108,0,1033,6.1,2014,38685824.1324013,98230083.9390274
tt1872181,The Amazing Spider-Man 2,4.101979,200000000,705717432,4,1,142,0,2813,6.6,2014,184218210.154291,650030010.988616
tt1631867,Edge of Tomorrow,3.990452,178000000,370541256,3,1,113,0,3267,7.7,2014,163954207.037319,341302234.843216
tt2788710,The Interview,3.989231,44000000,11305175,2,0,112,0,1657,6.1,2014,40528006.2339442,10413095.5199052
tt2179136,American Sniper,3.863074,58800000,542307423,2,1,134,0,3004,7.5,2014,54160153.7853618,499514514.092232
tt1528100,Exodus: Gods and Kings,3.81374,140000000,268031828,4,1,153,0,1377,5.6,2014,128952747.108004,246881718.092715
tt0831387,Godzilla,3.689601,160000000,529076069,1,1,123,0,2169,6.2,2014,147374568.123433,487327232.333243
tt1587310,Maleficent,3.582315,180000000,758410378,1,1,97,0,2928,7.0,2014,165796389.138862,698565011.988
tt2402157,The November Man,3.573028,15000000,32556119,3,1,108,0,481,6.0,2014,13816365.7615718,29987149.8587506
tt1204977,Ouija,3.489314,5000000,102529779,1,0,89,1,569,4.9,2014,4605455.25385729,94439261.8744755
tt1646971,How to Train Your Dragon 2,3.489106,145000000,609123048,6,1,102,0,2152,7.7,2014,133558202.361861,561057788.331434
tt3235888,It Follows,3.393741,2000000,13500000,2,0,100,0,1003,6.6,2014,1842182.10154291,12434729.1854147
tt2333784,The Expendables 3,3.34625,90000000,206172544,3,1,127,0,1275,6.2,2014,82898194.5694313,189903685.193185
tt1490017,The Lego Movie,3.327799,60000000,469160692,3,1,100,0,2268,7.5,2014,55265463.0462875,432139714.774945
tt1121096,Seventh Son,3.260581,95000000,114178613,2,1,102,1,675,5.1,2014,87503649.8232886,105168898.623797
tt2980516,The Theory of Everything,3.170271,15000000,121201940,4,0,123,0,1960,7.8,2014,13816365.7615718,111638022.270139
tt1924435,Let's Be Cops,3.14993,17000000,136621271,3,0,104,0,912,6.4,2014,15658547.8631148,125840630.063122
tt0829150,Dracula Untold,3.028769,70000000,215529201,2,0,92,0,1666,6.1,2014,64476373.5540021,198522018.221023
tt1911658,Penguins of Madagascar,3.007018,132000000,373552094,3,0,92,1,939,6.5,2014,121584018.701832,344075490.780339
tt2180411,Into the Woods,2.996038,50000000,212902372,3,1,125,0,1095,5.6,2014,46054552.5385729,196102469.537216
tt1253863,300: Rise of an Empire,2.979181,110000000,337580051,5,1,102,0,1664,6.1,2014,101320015.58486,310941963.895073
tt0435651,The Giver,2.881991,25000000,66980456,2,1,94,0,1151,6.3,2014,23027276.2692864,61695098.5981915
tt2294449,22 Jump Street,2.805019,50000000,188441614,3,1,112,0,2416,7.0,2014,46054552.5385729,173571884.248329
tt0365907,A Walk Among the Tombstones,2.777996,28000000,53181600,5,0,113,0,823,6.2,2014,25790549.4216008,48985095.8257074
tt1109624,Paddington,2.721864,55000000,259207227,1,1,95,0,606,7.1,2014,50660007.7924302,238753457.084986
tt3442006,Cake,2.692691,7000000,2360281,1,1,102,1,255,6.1,2014,6447637.35540021,2174033.70640591
tt2883512,Chef,2.67235,11000000,45967935,1,1,115,0,866,7.2,2014,10132001.558486,42340653.5509441
tt2975578,The Purge: Anarchy,2.611251,9000000,108782847,3,0,104,0,1126,6.6,2014,8289819.45694313,100198906.84914
tt2467046,Left Behind,2.601775,16000000,19682924,2,1,110,1,253,3.8,2014,14737456.8123433,18129765.1494147
tt1065073,Boyhood,2.595951,4000000,44349000,1,0,164,0,1343,7.6,2014,3684364.20308583,40849467.0106634
tt2937898,A Most Violent Year,2.576396,20000000,12007070,4,1,125,0,384,6.4,2014,18421821.0154291,11059604.7229864
tt1267297,Hercules,2.549403,100000000,243400000,1,0,99,0,1215,5.6,2014,92109105.0771459,224193561.757773
tt1959490,Noah,2.526779,125000000,362637473,1,1,139,0,1589,5.5,2014,115136381.346432,334022131.054676
tt1872194,The Judge,2.523101,50000000,83719388,2,1,141,0,974,7.2,2014,46054552.5385729,77113179.0628635
tt1086772,Blended,2.445165,40000000,123494610,1,0,117,0,720,6.7,2014,36843642.0308583,113749780.089511
tt2004420,Neighbors,2.376309,18000000,268157400,1,0,96,0,1829,6.2,2014,16579638.9138862,246997381.338142
tt1355630,If I Stay,2.361267,11000000,78874843,3,0,106,0,856,7.2,2014,10132001.558486,72650912.0183039
tt2626350,Step Up All In,2.303556,45000000,86165646,4,1,112,0,421,6.7,2014,41449097.2847156,79366405.4145416
tt2582846,The Fault in Our Stars,2.293859,12000000,305151265,5,0,125,1,2389,7.8,2014,11053092.6092575,281072099.32309
tt1408253,Ride Along,2.165462,25000000,153997819,2,0,99,1,634,6.1,2014,23027276.2692864,141846012.919223
tt1791528,Inherent Vice,2.160156,20000000,11110975,2,1,148,0,552,6.3,2014,18421821.0154291,10234219.6378454
tt1205537,Jack Ryan: Shadow Recruit,2.141491,60000000,50549107,4,0,105,0,873,5.9,2014,55265463.0462875,46560330.0821889
tt2024469,Non-Stop,2.136758,50000000,222809600,1,0,106,1,1648,6.8,2014,46054552.5385729,205227928.585968
tt2397535,Predestination,2.116264,5500000,3000000,1,0,97,0,1136,7.2,2014,5066000.77924302,2763273.15231437
tt1600196,The Drop,1.957672,12600000,18658381,2,0,106,1,583,6.6,2014,11605747.2397203,17186067.7609842
tt1234721,RoboCop,1.940735,120000000,239379423,1,1,102,0,1709,5.7,2014,110530926.092575,220490244.264135
tt2209764,Transcendence,1.904422,100000000,103039258,1,0,119,0,1555,5.9,2014,92109105.0771459,94908538.4219315
